title,body,tags,score
"Can an ASP.NET MVC2 site have an optional enum route parameter? If so, can we default that value if not provided?","<p>can I have a route like...</p>

<pre><code>routes.MapRoute(
    ""Boundaries-Show"",
    ""Boundaries"",
     new 
     {
         controller = ""Boundaries"", 
         action = ""Show"",
         locationType = UrlParameter.Optional
     });
</code></pre>

<p>Where the action method is...</p>

<pre><code>[HttpGet]
public ActionResult Show(int? aaa, int? bbb, LocationType locationType) { ... }
</code></pre>

<p>and if the person doesn't provide a value for <code>locationType</code> .. then it defaults to <code>LocationType.Unknown</code>.</p>

<p>Is this possible?</p>

<h3>Update #1</h3>

<p>I've stripped back the action method to contain ONE method (just until I get this working). It now looks like this ..</p>

<pre><code>[HttpGet]
public ActionResult Show(LocationType locationType = LocationType.Unknown) { .. }
</code></pre>

<p>.. and I get this error message...</p>

<blockquote>
  <p>The parameters dictionary contains an
  invalid entry for parameter
  'locationType' for method
  'System.Web.Mvc.ActionResult
  Show(MyProject.Core.LocationType)' in
  'MyProject.Controllers.GeoSpatialController'.
  The dictionary contains a value of
  type 'System.Int32', but the parameter
  requires a value of type
  'MyProject.Core.LocationType'.
  Parameter name: parameters</p>
</blockquote>

<p>Is it thinking that the optional route parameter <code>LocationType</code> is an int32 and not a custom <code>Enum</code> ?</p>
",<.net><asp.net-mvc><asp.net-mvc-2><enums><routes>,7
Unable to Cast() generic dictionary item to DictionaryEntry when enumerated via non-generic IDictionary,"<p>I have some code that iterates over a non-generic <a href=""http://msdn.microsoft.com/en-us/library/system.collections.idictionary.aspx"" rel=""noreferrer""><code>IDictionary</code></a> by first calling the LINQ <a href=""http://msdn.microsoft.com/en-us/library/bb341406.aspx"" rel=""noreferrer""><code>Cast</code></a> method. However I get an invalid cast exception when passing a generic dictionary implementation even though I'm specifically using it via the non-generic <code>IDictionary</code> interface.</p>

<pre><code>IDictionary dict = new Dictionary&lt;object, object&gt; {{""test"", ""test""}};
foreach (var item in dict)
{
    Debug.Assert(item is DictionaryEntry); // works
}
dict.Cast&lt;DictionaryEntry&gt;().ToList();     // FAILS
</code></pre>

<p>Why does the Cast method above fail when the normal iteration doesn't? Is there a reliable way to transform a non-generic dictionary into an enumeration of <code>DictionaryEntry</code> without resorting to manual list building?</p>
",<.net><linq><dictionary><casting><linq-to-objects>,5
How can I present a native UIViewController in React Native? (Can't use just a UIView),"<p>I'm trying to use ABNewPersonViewController in my React Native app. This is how it's used in Objective-C:</p>

<pre><code>ABNewPersonViewController *picker = [[ABNewPersonViewController alloc] init];
picker.newPersonViewDelegate = self;

UINavigationController *navigation = [[UINavigationController alloc] initWithRootViewController:picker];
[self presentViewController:navigation animated:NO completion:nil];
</code></pre>

<p>How would I do this in React Native? I can't write a bridged UI component since it's a UIViewController, not a UIView. </p>

<p>Please don't tell me to reimplement it 😟</p>
",<javascript><ios><objective-c><reactjs><react-native>,24
CSV copy to Postgres with array of custom type using JDBC,"<p>I have a custom type defined in my database as</p>

<pre><code>CREATE TYPE address AS (ip inet, port int);
</code></pre>

<p>And a table that uses this type in an array:</p>

<pre><code>CREATE TABLE my_table (
  addresses  address[] NULL
)
</code></pre>

<p>I have a sample CSV file with the following contents</p>

<pre><code>{(10.10.10.1,80),(10.10.10.2,443)}
{(10.10.10.3,8080),(10.10.10.4,4040)}
</code></pre>

<p>And I use the following code snippet to perform my COPY:</p>

<pre><code>    Class.forName(""org.postgresql.Driver"");

    String input = loadCsvFromFile();

    Reader reader = new StringReader(input);

    Connection connection = DriverManager.getConnection(
            ""jdbc:postgresql://db_host:5432/db_name"", ""user"",
            ""password"");

    CopyManager copyManager = connection.unwrap(PGConnection.class).getCopyAPI();

    String copyCommand = ""COPY my_table (addresses) "" + 
                         ""FROM STDIN WITH ("" + 
                           ""DELIMITER '\t', "" + 
                           ""FORMAT csv, "" + 
                           ""NULL '\\N', "" + 
                           ""ESCAPE '\""', "" +
                           ""QUOTE '\""')"";

    copyManager.copyIn(copyCommand, reader);
</code></pre>

<p>Executing this program produces the following exception:</p>

<pre><code>Exception in thread ""main"" org.postgresql.util.PSQLException: ERROR: malformed record literal: ""(10.10.10.1""
  Detail: Unexpected end of input.
  Where: COPY only_address, line 1, column addresses: ""{(10.10.10.1,80),(10.10.10.2,443)}""
    at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:2422)
    at org.postgresql.core.v3.QueryExecutorImpl.processCopyResults(QueryExecutorImpl.java:1114)
    at org.postgresql.core.v3.QueryExecutorImpl.endCopy(QueryExecutorImpl.java:963)
    at org.postgresql.core.v3.CopyInImpl.endCopy(CopyInImpl.java:43)
    at org.postgresql.copy.CopyManager.copyIn(CopyManager.java:185)
    at org.postgresql.copy.CopyManager.copyIn(CopyManager.java:160)
</code></pre>

<p>I have tried with different combinations of the parentheses in the input but cannot seem to get the COPY working. Any ideas where I might be going wrong?</p>
",<java><database><postgresql><jdbc><postgresql-9.5>,18
Creating New Columns in Power BI with a Python Script,"<p>I am trying to run a python script so that I can create a household count based on the residential address column and residential city column. Both columns just contain strings. </p>

<p>The script that I have tried can be seen below:</p>

<pre><code>dataset['id'] =dataset.groupby(['RESIDENTIAL_ADDRESS1','RESIDENTIAL_CITY']).ngroup()
dataset['household_count'] = dataset.groupby(['id'])['id'].transform('count')
</code></pre>

<p>Yet, it gives me this error after 20,000 rows:</p>

<p>DataSource.Error: ADO.NET: A problem occurred while processing your Python script. Here are the technical details: [DataFormat.Error] We couldn't convert to Number. Details:DataSourceKind=Python DataSourcePath=Python Message=A problem occurred while processing your Python script. Here are the technical details: [DataFormat.Error] We couldn't convert to Number. ErrorCode=-2147467259.</p>

<p>Is there any way to fix this? This code works in python every single time and the error code make absolutely no sense in Power BI and I would greatly appreciate any advice on how to do this with DAX.</p>
",<python><group-by><powerbi><dax><powerbi-desktop>,6
Can I use arbitrary metrics to search KD-Trees?,"<p>I just finished implementing a <a href=""http://en.wikipedia.org/wiki/Kd-tree"" rel=""noreferrer"">kd-tree</a> for doing fast nearest neighbor searches. I'm interested in playing around with different distance metrics other than the <a href=""http://en.wikipedia.org/wiki/Euclidean_distance"" rel=""noreferrer"">Euclidean distance</a>. My understanding of the kd-tree is that the speedy kd-tree search is not guaranteed to give exact searches if the metric is non-Euclidean, which means that I might need to implement a new data structure and search algorithm if I want to try out new metrics for my search.</p>

<p>I have two questions:</p>

<ol>
<li>Does using a <a href=""http://en.wikipedia.org/wiki/Kd-tree"" rel=""noreferrer"">kd-tree</a> permanently tie me to the <a href=""http://en.wikipedia.org/wiki/Euclidean_distance"" rel=""noreferrer"">Euclidean distance</a>?</li>
<li>If so, what other sorts of algorithms should I try that work for arbitrary <a href=""http://en.wikipedia.org/wiki/Metric_(mathematics)"" rel=""noreferrer"">metrics</a>? I don't have a ton of time to implement lots of different data structures, but other structures I'm thinking about include <a href=""http://en.wikipedia.org/wiki/Cover_tree"" rel=""noreferrer"">cover trees</a> and <a href=""http://pnylab.com/pny/papers/vptree/vptree/"" rel=""noreferrer"">vp-trees</a>.</li>
</ol>
",<algorithm><math><search><data-structures><machine-learning>,11
Best way to remove multiple items matching a predicate from a .NET Dictionary?,"<p>I need to remove multiple items from a Dictionary.
A simple way to do that is as follows :</p>
<pre><code>  List&lt;string&gt; keystoremove= new List&lt;string&gt;();
  foreach (KeyValuePair&lt;string,object&gt; k in MyCollection)
     if (k.Value.Member==foo)
        keystoremove.Add(k.Key);
  foreach (string s in keystoremove)
        MyCollection.Remove(s);
</code></pre>
<p>The reason why I can't directly Remove the items in the foreach block is that this would throw an Exception (&quot;Collection was modified...&quot;)</p>
<p>I'd like to do the following :</p>
<pre><code> MyCollection.RemoveAll(x =&gt;x.Member==foo)
</code></pre>
<p>But the <code>Dictionary&lt;&gt;</code> class doesn't expose a <code>RemoveAll(Predicate&lt;&gt; Match)</code> method, like the <code>List&lt;&gt;</code> Class does.</p>
<p>What's the best way (both performance wise and elegant wise) to do that?</p>
",<c#><.net><linq><collections><dictionary>,77
Instruments leaks stopping after app starts,"<p>So I want use Leaks to find the leaks in my app. In Xcode, I go to ""Product"" and then hit ""Profile"". In Instruments I select Leaks and it starts.
My app is starting and Leaks is running. But just as soon as my app is finished starting and I can use it, Leaks stops.</p>

<p>Is there anybody else with the same problem or maybe knows how to fix this?</p>
",<objective-c><xcode><ipad><instruments><memory-leaks>,8
TortoiseSVN error: Working copy path does not exist in repository,"<p>I've got a file that I tried to commit using TortoiseSVN, but it gave me the error that the working copy path does not exist, and I have to update my working copy first. So I tried a variety of things:</p>

<ul>
<li>Reverting the file to a previous version</li>
<li>Deleting the file, trying to commit without it, then trying to re-add it</li>
<li>Deleting the entire folder in my working directory and and re-updating it</li>
<li>Doing a clean-up</li>
<li>Resolving any conflicts</li>
<li>Using the Repo browser to manually add the file to the repository, then trying to re-update, then re-deleting it through the Repo browser</li>
</ul>

<p>And after all this, I still get the same error. I can't even do a fresh check-out because of the error:</p>

<p><strong>""Working copy path 'path/to/file' does not exist in repository.""</strong></p>

<p>I'm completely out of ideas at this point. Help!</p>
",<svn><repository><tortoisesvn><commit><working-copy>,6
"How to decode url to path in python, django","<p>Hi I need to convert url to path, what i got is this url as bellow: </p>

<pre><code>url = u'/static/media/uploads/gallery/Marrakech%2C%20Morocco_be3Ij2N.jpg'
</code></pre>

<p>and what to be looked something like this:</p>

<pre><code>path = u'/static/media/uploads/gallery/Marrakech, Morocco_be3Ij2N.jpg'
</code></pre>

<p>thx.</p>
",<python><django><python-2.7><url><path>,27
Optional or Conditional model associations in Rails,"<p>I have a user model.
Users can have 1 of 3 roles: role1, role2, role3. This is represented by a 'role' column in the user model.
Each role has a unique profile. role1_profile, role2_profile, role3_profile. Each *_profile is a model.</p>

<p>How do I represent this optional association in Rails?</p>

<p>I've tried it two different ways: </p>

<pre><code>class User &lt; ActiveRecord::Base
    #FIRST WAY
    if current_user.role == 'role1' then has_one :role1_profile end 
    #SECOND WAY
    has_one :role1_profile, :conditions =&gt; ['user.role = ?', 'role1']
end
</code></pre>

<p>But that doesn't work. What is the right way to do this? </p>
",<ruby-on-rails><activerecord><associations><belongs-to><has-one>,5
